Time,Open,High,Low,Close,Volume
2024-03-12 02:30:00,0.8834,0.8834,0.8832,0.8832,682.5
2024-03-12 02:31:00,0.8829,0.8829,0.8829,0.8829,283.1
2024-03-12 02:32:00,0.8841,0.8858,0.8836,0.8846,2594.5
2024-03-12 02:33:00,0.8847,0.8847,0.8847,0.8847,229.7
2024-03-12 02:34:00,0.8847,0.8847,0.8847,0.8847,0.0
2024-03-12 02:35:00,0.8848,0.8849,0.8848,0.8849,517.3
2024-03-12 02:36:00,0.8839,0.888,0.8839,0.8878,4642.4
2024-03-12 02:37:00,0.8886,0.8886,0.8867,0.8877,3076.4
2024-03-12 02:38:00,0.8875,0.8875,0.8875,0.8875,165.2
2024-03-12 02:39:00,0.8875,0.8875,0.8875,0.8875,0.0
2024-03-12 02:40:00,0.8879,0.8893,0.8879,0.8887,1662.6
2024-03-12 02:41:00,0.8899,0.8945,0.8899,0.8912,3146.4
2024-03-12 02:42:00,0.892,0.8921,0.8913,0.8913,1949.3
2024-03-12 02:43:00,0.8913,0.8913,0.8913,0.8913,0.0
2024-03-12 02:44:00,0.8877,0.8877,0.8877,0.8877,88.9
2024-03-12 02:45:00,0.8865,0.8865,0.8853,0.8853,620.7
2024-03-12 02:46:00,0.8847,0.8847,0.8847,0.8847,282.5
2024-03-12 02:47:00,0.8847,0.8847,0.8847,0.8847,0.0
2024-03-12 02:48:00,0.8847,0.8847,0.8847,0.8847,0.0
2024-03-12 02:49:00,0.8847,0.8847,0.8847,0.8847,0.0
2024-03-12 02:50:00,0.8859,0.8859,0.8859,0.8859,282.1
2024-03-12 02:51:00,0.8872,0.8872,0.8872,0.8872,281.7
2024-03-12 02:52:00,0.8872,0.8872,0.8872,0.8872,0.0
2024-03-12 02:53:00,0.8872,0.8872,0.8872,0.8872,0.0
2024-03-12 02:54:00,0.8872,0.8872,0.8872,0.8872,0.0
2024-03-12 02:55:00,0.8872,0.8872,0.8872,0.8872,0.0
2024-03-12 02:56:00,0.8872,0.8872,0.8872,0.8872,0.0
2024-03-12 02:57:00,0.8837,0.8841,0.8837,0.884,674.7
2024-03-12 02:58:00,0.884,0.884,0.884,0.884,0.0
2024-03-12 02:59:00,0.8843,0.8843,0.8843,0.8843,418.3
2024-03-12 03:00:00,0.8865,0.8865,0.8858,0.8858,2037.9
2024-03-12 03:01:00,0.8854,0.8854,0.8851,0.8851,845.0
2024-03-12 03:02:00,0.8851,0.8851,0.8851,0.8851,0.0
2024-03-12 03:03:00,0.8852,0.8852,0.8852,0.8852,174.0
2024-03-12 03:04:00,0.8852,0.8852,0.8852,0.8852,0.0
2024-03-12 03:05:00,0.8852,0.8852,0.8852,0.8852,0.0
2024-03-12 03:06:00,0.8862,0.8862,0.8836,0.8839,3256.9
2024-03-12 03:07:00,0.8849,0.885,0.8842,0.8846,4203.1
2024-03-12 03:08:00,0.8859,0.8859,0.8859,0.8859,282.1
2024-03-12 03:09:00,0.8838,0.8838,0.8838,0.8838,282.8
2024-03-12 03:10:00,0.8829,0.8834,0.8824,0.8824,873.0
2024-03-12 03:11:00,0.8825,0.884,0.8823,0.8836,4518.2
2024-03-12 03:12:00,0.884,0.8841,0.8824,0.8827,3258.9
2024-03-12 03:13:00,0.8825,0.8838,0.8823,0.8834,3656.5
2024-03-12 03:14:00,0.8843,0.8844,0.8821,0.8835,2030.9
2024-03-12 03:15:00,0.8835,0.8835,0.8835,0.8835,0.0
2024-03-12 03:16:00,0.8847,0.8865,0.8844,0.8857,4058.1
2024-03-12 03:17:00,0.886,0.8863,0.8855,0.8856,3210.3
2024-03-12 03:18:00,0.8861,0.8861,0.8843,0.8843,2952.5
