Time,Open,High,Low,Close,Volume
2023-11-16 10:20:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:21:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:22:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:23:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:24:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:25:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:26:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:27:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:28:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:29:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:30:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:31:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:32:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:33:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:34:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:35:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:36:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:37:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:38:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:39:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:40:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:41:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:42:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:43:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:44:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:45:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:46:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:47:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:48:00,0.002585,0.002585,0.002585,0.002585,0.0
2023-11-16 10:49:00,0.002573,0.002573,0.002573,0.002573,11.4
2023-11-16 10:50:00,0.002573,0.002573,0.002573,0.002573,0.0
2023-11-16 10:51:00,0.002573,0.002573,0.002573,0.002573,0.0
2023-11-16 10:52:00,0.002573,0.002573,0.002573,0.002573,0.0
2023-11-16 10:53:00,0.002573,0.002573,0.002573,0.002573,0.0
2023-11-16 10:54:00,0.002573,0.002573,0.002573,0.002573,0.0
2023-11-16 10:55:00,0.002573,0.002573,0.002573,0.002573,0.0
2023-11-16 10:56:00,0.002573,0.002573,0.002573,0.002573,0.0
2023-11-16 10:57:00,0.002573,0.002573,0.002573,0.002573,0.0
2023-11-16 10:58:00,0.002573,0.002573,0.002573,0.002573,0.0
2023-11-16 10:59:00,0.002573,0.002573,0.002573,0.002573,0.0
2023-11-16 11:00:00,0.002573,0.002573,0.002573,0.002573,0.0
2023-11-16 11:01:00,0.002573,0.002573,0.002573,0.002573,0.0
2023-11-16 11:02:00,0.002573,0.002573,0.002573,0.002573,0.0
2023-11-16 11:03:00,0.002573,0.002573,0.002573,0.002573,0.0
2023-11-16 11:04:00,0.002573,0.002573,0.002573,0.002573,0.0
2023-11-16 11:05:00,0.002573,0.002573,0.002573,0.002573,0.0
2023-11-16 11:06:00,0.002573,0.002573,0.002573,0.002573,0.0
2023-11-16 11:07:00,0.002573,0.002573,0.002573,0.002573,0.0
2023-11-16 11:08:00,0.002573,0.002573,0.002573,0.002573,0.0
2023-11-16 11:09:00,0.002573,0.002573,0.002573,0.002573,0.0
2023-11-16 11:10:00,0.002573,0.002573,0.002573,0.002573,0.0
2023-11-16 11:11:00,0.002586,0.002586,0.002586,0.002586,38.6
2023-11-16 11:12:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:13:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:14:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:15:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:16:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:17:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:18:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:19:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:20:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:21:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:22:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:23:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:24:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:25:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:26:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:27:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:28:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:29:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:30:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:31:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:32:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:33:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:34:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:35:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:36:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:37:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:38:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:39:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:40:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:41:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:42:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:43:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:44:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:45:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:46:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:47:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:48:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:49:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:50:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:51:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:52:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:53:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:54:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:55:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:56:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:57:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:58:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 11:59:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 12:00:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 12:01:00,0.002586,0.002586,0.002586,0.002586,0.0
2023-11-16 12:02:00,0.002562,0.002562,0.002562,0.002562,37.3
2023-11-16 12:03:00,0.002562,0.002562,0.002562,0.002562,0.0
2023-11-16 12:04:00,0.002562,0.002562,0.002562,0.002562,0.0
2023-11-16 12:05:00,0.002562,0.002562,0.002562,0.002562,1.3
2023-11-16 12:06:00,0.002562,0.002562,0.002562,0.002562,0.0
2023-11-16 12:07:00,0.002562,0.002562,0.002562,0.002562,0.0
2023-11-16 12:08:00,0.002562,0.002562,0.002562,0.002562,0.0
2023-11-16 12:09:00,0.002562,0.002562,0.002562,0.002562,0.0
2023-11-16 12:10:00,0.002562,0.002562,0.002562,0.002562,0.0
2023-11-16 12:11:00,0.002562,0.002562,0.002562,0.002562,0.0
2023-11-16 12:12:00,0.002562,0.002562,0.002562,0.002562,0.0
2023-11-16 12:13:00,0.002562,0.002562,0.002562,0.002562,0.0
2023-11-16 12:14:00,0.002562,0.002562,0.002562,0.002562,0.0
2023-11-16 12:15:00,0.002562,0.002562,0.002562,0.002562,0.0
2023-11-16 12:16:00,0.002562,0.002562,0.002562,0.002562,0.0
2023-11-16 12:17:00,0.002562,0.002562,0.002562,0.002562,0.0
