Time,Open,High,Low,Close,Volume
2020-12-06 11:20:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:21:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:22:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:23:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:24:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:25:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:26:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:27:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:28:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:29:00,0.00022289,0.00022289,0.00022289,0.00022289,13.0
2020-12-06 11:30:00,0.00022277,0.00022277,0.00022277,0.00022277,2956.0
2020-12-06 11:31:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:32:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:33:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:34:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:35:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:36:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:37:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:38:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:39:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:40:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:41:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:42:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:43:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:44:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:45:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:46:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:47:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:48:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:49:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:50:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:51:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:52:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:53:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:54:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:55:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:56:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:57:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:58:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 11:59:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 12:00:00,0.00022277,0.00022277,0.00022277,0.00022277,0.0
2020-12-06 12:01:00,0.00022262,0.00022262,0.00022262,0.00022262,14.0
2020-12-06 12:02:00,0.00022262,0.00022262,0.00022262,0.00022262,0.0
2020-12-06 12:03:00,0.00022262,0.00022262,0.00022262,0.00022262,0.0
2020-12-06 12:04:00,0.00022109,0.00022265,0.00022002,0.00022265,11161.0
2020-12-06 12:05:00,0.00022265,0.00022265,0.00022265,0.00022265,0.0
2020-12-06 12:06:00,0.00022265,0.00022265,0.00022265,0.00022265,0.0
2020-12-06 12:07:00,0.00022264,0.00022264,0.00022264,0.00022264,31.0
